PropID,zipcode,price,beds,baths,liveSQ,lotSQ,floors,waterfront,viewQuality,buildquality,yearBuilt,lat,long,liveSQ15,lotSQ15
4376700030,98052,746000,3,2.25,2.37,9.619,1.5,no,0,8,1973,47.6366,-122.099,1.05,9.712
6762700376,98102,650000,3,2.75,1.54,1.251,1,no,0,8,2002,47.6298,-122.321,1.54,1.287
4435600330,98188,165000,3,1,0.91,8.7,1,no,0,6,1943,47.449,-122.29,3.09,8.7
9477000650,98034,397000,3,1.75,1.64,11.73,2,no,0,7,1967,47.7351,-122.189,3.69,7.77
6072100790,98006,648000,5,2.25,2.41,12,1.5,no,0,8,1973,47.5434,-122.175,1.78,12
3204930170,98052,680000,4,3.5,2.51,3.763,1.5,no,0,8,2013,47.7002,-122.103,1.8,3.82
9315300260,98198,189650,2,1.75,1.1,7.6,2,no,0,6,1980,47.4136,-122.318,2,7.35
7625703885,98136,870000,4,3,2.94,7.108,1.5,no,1,9,2011,47.5437,-122.395,2.82,7.95
2769600590,98107,9.00E+05,8,4,4.02,7.5,2,no,0,8,1968,47.6732,-122.363,1.76,3.737
4232400470,98112,751750,2,2,1.88,5.4,2,no,0,8,1902,47.6238,-122.311,2.13,5.4
1806900502,98112,649000,3,3.25,1.72,0.936,1,no,0,8,2004,47.6201,-122.309,1.58,1.527
3883800011,98146,82000,3,1,0.86,10.426,2,no,0,6,1954,47.4987,-122.341,1.47,11.25
5126300060,98059,515000,3,2.5,2.61,5.845,2,no,0,8,2005,47.4821,-122.142,1.38,5
1682000350,98092,148226,3,1,1.4,7.36,1,no,0,7,1968,47.3123,-122.186,2.05,8.03
492000475,98002,245000,4,1.5,2.01,7.561,1,no,0,7,1921,47.311,-122.227,1.43,6.564
2923500010,98027,757500,5,2.25,3.16,8.065,1,no,0,8,1977,47.5678,-122.089,1.23,7.917
1148000190,98166,249950,2,1,0.94,8.532,1,no,0,7,1959,47.4814,-122.343,2.56,8.1
7889601870,98146,281500,3,1,1.27,7.5,1,no,0,7,1953,47.4921,-122.339,1.65,3
5437200050,98003,560000,4,2,2.72,8.819,2,no,3,8,1976,47.338,-122.333,1.99,9.672
1223039195,98146,465000,5,1.75,2.33,6.45,1,no,1,8,1958,47.4959,-122.367,1.37,8.258
3223059206,98055,235000,3,1.75,1.95,8.712,2,no,0,7,1960,47.4391,-122.189,2.92,11.52
2264500425,98103,640000,2,1.75,1.76,4.4,2,no,0,7,1930,47.65,-122.34,1.78,4.18
6403510130,98059,490000,5,2.75,2.99,7.2,2,no,0,8,1997,47.4955,-122.16,2.92,7.62
8825900465,98115,599000,3,1.75,1.96,4.788,2,no,0,7,1920,47.6746,-122.312,1.82,3.96
3344500183,98056,375000,4,1.75,1.87,12.5,2.5,no,1,6,1943,47.511,-122.197,3.88,14.141
8091600080,98022,225000,3,1,1.12,8.407,1,no,0,6,1987,47.2051,-122.006,2.99,8.658
6669080120,98056,405000,4,2.5,1.98,5.02,2,no,0,7,2007,47.5147,-122.19,0.94,5.064
7702020030,98028,533000,4,2.5,2.59,6.394,1.5,no,0,8,2003,47.7599,-122.233,1.53,5.328
9477000060,98034,434500,3,1.75,1.65,7.965,1,no,0,7,1967,47.7335,-122.193,1.67,7.35
7852000500,98065,480000,5,2.5,2.16,7.737,2,no,0,7,1998,47.5381,-121.872,1.2,7.737
1118000301,98112,2890000,4,4,5.78,7.173,2,no,0,11,2008,47.6374,-122.288,1.17,7.994
7214810050,98072,537000,4,2.25,2.64,8.8,1,no,0,8,1980,47.7552,-122.148,1.73,11.7
1085623740,98030,491000,5,3.5,2.815,4.9,1,no,0,9,2011,47.3424,-122.179,1.691,4.9
1509700050,98030,3.00E+05,4,2.5,1.96,9.898,1,no,0,8,2001,47.3834,-122.168,1.29,7.662
9834200390,98144,670000,3,1.5,1.22,4.08,2,no,0,7,1914,47.5746,-122.289,1.31,4.08
322059311,98058,355000,4,2.5,1.78,15,1,no,0,7,1993,47.4239,-122.153,4.1,9.68
7779200105,98146,945000,4,2.25,2.42,9,2,no,4,9,1967,47.4884,-122.363,2.38,9.035
3179100480,98105,530000,3,2.25,1.264,1.536,1,no,0,8,2003,47.6694,-122.279,1.61,2.067
1545802100,98038,272450,3,2.25,1.78,7.332,1,no,0,7,1987,47.3593,-122.051,1.25,7.625
2100200020,98002,288000,5,2.75,2.79,4.807,1,no,0,7,1949,47.3098,-122.223,1.61,4.807
8860310120,98052,740000,4,2,2.8,8.54,2,no,0,8,1977,47.6869,-122.126,2.4,9.4
322059161,98058,287000,3,1,1.25,26.862,1,no,0,7,1965,47.426,-122.154,1.36,24.463
1489300005,98033,1600000,5,3.75,4.27,7.5,1,no,0,10,2014,47.6845,-122.207,1.56,8.35
1321720170,98023,610000,3,2.5,3.44,18.167,2,no,0,11,1991,47.2909,-122.342,1.12,20.239
2770603522,98119,585000,3,2.5,2.16,1.25,2,no,0,8,2010,47.6515,-122.375,2.13,2.825
4449800595,98117,545000,3,1.75,1.4,4,1,no,0,7,1925,47.6902,-122.388,1.66,4.33
4083302625,98103,738000,3,1,1.28,3.9,1,no,0,7,1921,47.6545,-122.336,2.29,4.56
3336000296,98118,250000,4,1.5,1.22,4.9,2,no,0,6,1942,47.5292,-122.269,1.16,3
8562750320,98027,580500,3,2.5,2.32,3.98,1,no,0,8,2003,47.5391,-122.07,1.44,3.98
8078600330,98027,580000,3,2.25,1.94,5.98,1,no,0,7,1987,47.5476,-122.075,1.79,6.309
7533800325,98115,1100000,3,2,2.39,6.888,1,no,1,8,1939,47.6839,-122.274,1.98,7.92
3421069049,98022,565000,2,1.75,1.13,276.17,1,no,0,8,2006,47.2673,-122.027,2.12,217.8
8943600870,98031,305000,4,2.25,1.763,3.717,1,no,0,8,2012,47.4213,-122.194,3.12,3.666
1438000010,98059,569995,4,2.5,2.65,6.875,2,no,0,8,2014,47.479,-122.124,1.72,5.831
5710610800,98027,575000,3,1.75,2.68,8.625,2,no,0,8,1974,47.5316,-122.056,2.81,14.275
4104910040,98056,548000,4,2.5,2.44,11.005,1,no,0,9,1994,47.5318,-122.176,1.38,14.754
8835350300,98072,536000,3,2.5,1.99,7.397,1,no,0,9,1993,47.7703,-122.165,2.64,7.397
2926069083,98077,9.00E+05,5,3.75,4.13,226.076,1,no,0,9,1985,47.715,-122.065,4.13,55.321
2320069364,98022,370000,3,2.5,2.49,18.525,1.5,no,3,8,1995,47.2119,-122.001,1.84,9.516
1561900180,98031,395000,3,2.5,2.3,8.938,2,no,0,9,1989,47.4181,-122.211,4.92,9.694
8682230950,98053,559000,2,2,1.66,4.5,1,no,0,8,2003,47.7094,-122.031,1.33,5.58
3630121060,98029,740000,4,3.5,3.06,4.777,2,no,0,9,2007,47.555,-122,2.89,4.935
4171200025,98168,299950,3,1.5,1.94,8.951,1,no,0,7,1958,47.473,-122.328,2.28,8.319
3299610240,98075,870000,4,2.5,3.24,7.621,2,no,2,9,2003,47.5641,-122.032,1.23,7.15
3331000220,98118,280000,4,1.5,1.94,6.386,1,no,0,7,1954,47.5533,-122.285,1.95,6.165
9274200735,98116,567500,4,1.75,2.19,5.06,2,no,0,7,1950,47.5846,-122.387,1.63,4.6
5364200381,98105,610000,3,1,1,4.959,1,no,0,8,1945,47.6629,-122.277,1.84,4.959
3526039074,98117,650000,4,2.75,1.91,16.532,2,no,0,7,1940,47.6952,-122.39,1.51,8.25
1218000030,98166,278000,3,1,0.86,7.632,2,no,0,6,1920,47.4623,-122.345,2.73,7.632
9407100800,98045,255000,3,1,1.23,10.17,1,no,0,7,1979,47.4437,-121.772,1.63,10.098
4322300010,98003,294700,3,2,1.97,9.6,1,no,0,7,1967,47.2824,-122.301,1.49,7.703
7950302995,98118,497950,4,2.5,1.95,3,1,no,0,7,1998,47.565,-122.281,2.51,4.3
1843200350,98092,150000,2,1.5,1.36,1.934,1,no,0,7,1978,47.2857,-122.189,1.58,1.898
6199000141,98058,349950,4,2,1.764,15.6,1,no,0,7,1942,47.4318,-122.181,1.68,22.387
8682301910,98053,389000,2,2,1.34,4.122,2,no,0,8,2007,47.7182,-122.022,1.99,4.273
2883200083,98115,424950,2,1.5,1,1.188,1,no,0,8,2005,47.6823,-122.327,1.32,3.5
1442880320,98045,484259,4,2.75,2.79,5,1.5,no,0,8,2014,47.4831,-121.773,2.43,5.527
293670040,98103,482500,2,2.5,1.17,0.809,2,no,0,9,2007,47.6875,-122.339,0.78,1.121
4389200796,98004,1600000,3,2.5,3.16,12.824,1.5,no,2,9,1966,47.6151,-122.216,2.54,11.985
6004510240,98042,350000,4,2.5,2.53,10.155,1,yes,0,8,1998,47.351,-122.146,1.73,7.205
8731730710,98031,215000,3,1,1.18,9,1.5,no,0,7,1970,47.39,-122.166,2.91,8.316
8645530060,98058,339000,3,2.25,2.09,10.12,1,no,0,7,1979,47.4654,-122.174,1.5,7.983
7853270520,98065,622950,4,3.25,3.03,7.644,1,no,0,8,2006,47.5457,-121.881,2.18,6.908
3738000070,98039,1710000,5,2.5,2.66,6.572,2,no,0,9,1959,47.6176,-122.223,3.82,14.595
6373000187,98116,497000,3,2.25,1.46,1.353,2,no,0,8,2012,47.5774,-122.412,2.23,3.776
9215400075,98115,406000,3,1,0.96,5.264,1,no,0,7,1953,47.6805,-122.301,1.57,5.15
2922069134,98042,585000,3,1.75,2.17,153.767,1,no,0,7,1976,47.3694,-122.065,1.9,49.5
6893300295,98024,445000,4,1.75,2.43,13.211,2,no,0,7,1909,47.5245,-121.926,2.58,10.5
9542890100,98052,415000,2,2.25,1.13,2.191,1,no,0,8,2010,47.6861,-122.103,2,1.71
9161100075,98116,673000,4,2.25,2.58,2.875,2,no,0,9,2015,47.5674,-122.392,2.26,5.75
1545803390,98038,252000,3,2.5,1.68,8.284,2,no,0,7,1989,47.3609,-122.048,2.82,8.284
6752000330,98008,490000,3,1.75,1.49,11.36,1.5,no,0,8,1975,47.5896,-122.12,1.82,10.32
100300280,98059,355000,3,2.25,1.43,4.777,1,no,0,7,2010,47.4867,-122.152,3.86,3.854
2215901310,98038,303500,4,2.5,1.92,7.345,2,yes,0,8,1992,47.3526,-122.055,2.05,7.364
993000136,98103,449950,3,2.25,1.54,1.27,2,no,0,7,2014,47.6935,-122.341,1.73,1.454
5029000120,98166,450000,3,2.25,1.94,8.312,1.5,no,1,7,1963,47.4556,-122.346,2,9.503
7224500300,98055,221000,3,1,1.24,5.25,1,no,0,6,1904,47.4917,-122.206,1.42,5.25
627300105,98008,930000,4,3,2.9,10.4,1,no,3,8,1959,47.5854,-122.114,1.25,10.4
7202360010,98053,866000,4,3.25,3.99,9.786,2,no,0,9,2004,47.6784,-122.026,3.32,8.2
5422570260,98052,405000,2,2.5,1.79,5.4,1,no,0,8,1979,47.6606,-122.128,2.31,5.76
2473251170,98058,302000,4,1.75,1.53,17.664,1,no,0,7,1968,47.4549,-122.155,2.19,11.625
1545804340,98038,240000,3,1.75,1.76,6.5,2,no,0,7,1987,47.3647,-122.05,1.72,8.125
9477710160,98056,425000,3,1.75,1.56,9.452,1,no,0,8,1974,47.5197,-122.18,1.32,9.985
1926069137,98072,775000,4,3.25,4.1,241.322,1.5,no,0,9,1981,47.7302,-122.096,2.31,87.821
3754501240,98034,1550000,3,4,5.12,4.6,1,no,2,11,2008,47.7052,-122.223,1.64,5.918
8658300455,98014,225000,3,1.5,1.39,12.5,1,no,0,6,1976,47.6496,-121.908,2.33,9
4400200060,98112,650000,5,2,1.91,4.667,1.5,no,0,7,1908,47.6236,-122.306,1.98,2.545
1972202010,98103,435000,3,3,1.44,1.35,1,no,2,8,2005,47.6525,-122.345,1.71,1.35
2919700735,98117,870000,4,3.5,2.78,3.1,1,no,0,8,2014,47.6886,-122.364,1.72,3.6
7663700792,98125,228000,2,1,1.06,6.1,1,no,0,6,1951,47.7317,-122.296,1.78,9.15
522069097,98058,150000,2,1,0.72,212.137,2,no,0,5,1982,47.422,-122.066,2.15,109.642
1954400500,98074,583000,3,2.5,1.79,8.144,2,no,0,8,1989,47.6169,-122.045,1.34,7.503
2923501020,98027,580000,4,2.25,2.61,7.7,1,no,0,8,1977,47.5659,-122.089,3.89,8.266
1231000510,98118,510000,3,1.75,1.49,3.8,2,no,0,6,1913,47.5554,-122.27,1.31,4
6123600100,98148,191000,3,1,0.99,8.255,1,no,0,7,1953,47.425,-122.331,1.96,9.75
291310120,98027,355000,3,2.25,1.41,1.332,1.5,no,0,7,2004,47.5345,-122.069,4.41,1.29
8562750550,98027,605000,4,2.5,2.52,3.98,2,no,0,8,2004,47.5399,-122.07,2.58,3.98
7999600180,98168,83000,2,1,0.9,8.58,2,yes,0,5,1918,47.4727,-122.27,1.68,6.533
9454200030,98042,734000,4,2.75,3.09,7.65,1,no,2,8,1959,47.3622,-122.157,1.36,10.37
2785000290,98005,675000,3,1.75,1.68,10.5,2,no,0,8,1959,47.6098,-122.169,1.82,10.4
4307350520,98056,445000,5,3,3.88,7.18,2,no,0,7,2004,47.4797,-122.179,1.34,4.793
8691410100,98075,735000,5,2.75,3.39,5.211,1,no,0,9,2004,47.5977,-121.981,1.6,5.211
4137030040,98092,299995,3,2.5,1.97,7.5,1,no,0,8,1988,47.2658,-122.218,1.33,8.22
7370600050,98177,452000,2,1,1.34,8.1,1,no,2,8,1950,47.7212,-122.364,1.78,7.752
2473420140,98058,315000,4,2.75,2.3,18.36,2.5,no,0,7,1979,47.4518,-122.16,1.84,9.588
9178600135,98103,8.00E+05,4,2,2.13,2.8,1,no,0,7,1922,47.6545,-122.333,1.21,3.99
1257200290,98115,910000,3,2,2.7,6.12,3,no,0,8,1962,47.6731,-122.327,3.3,4.59
2824089053,98065,474950,3,2,2.25,222.156,2,no,0,7,1987,47.542,-121.792,1.28,121.968
6684500040,98004,725000,3,1,0.94,8.377,1,no,0,7,1952,47.5974,-122.2,1.45,6.9
7853280620,98065,689000,4,3.5,4.49,5.805,2,no,0,9,2006,47.5389,-121.86,1.16,6.299
3426049284,98115,2300000,4,3.25,4.11,15.929,2,no,4,12,2001,47.6934,-122.271,1.46,15.929
731500320,98030,282000,4,2.5,1.785,2.552,1,no,0,8,2009,47.3582,-122.2,2.01,2.7
1186000150,98122,563250,3,1.75,1.37,2.8,3,no,0,7,1982,47.6157,-122.291,1.36,3.773
7203160190,98053,950000,5,4,4.1,8.12,2,no,0,9,2011,47.6917,-122.02,3.11,7.625
4364700165,98126,249900,2,1,0.56,7.56,1,no,0,6,1944,47.5271,-122.375,2.41,7.56
6117502745,98166,430000,2,1.75,1.84,14.874,1,no,2,8,1952,47.4382,-122.348,1.56,15.084
8830400135,98030,264950,3,1.5,1.47,11.599,2,no,0,7,1967,47.3632,-122.188,2.09,9.76
1431700250,98058,345000,4,1,1.98,7.991,2,no,0,7,1962,47.4604,-122.17,1.56,7.7
6145601745,98133,220000,2,1,0.89,4.804,2,yes,0,7,1928,47.7027,-122.346,2.05,3.844
7369600080,98199,704000,4,2.25,2.49,6.973,1,no,0,8,1953,47.6516,-122.409,2.46,5.612
9212900100,98115,425000,4,1.75,1.82,6,2,no,0,7,1942,47.6872,-122.296,2.81,6
9269200650,98126,314000,2,1,0.72,4.92,1,no,0,6,1941,47.5352,-122.371,3.6,4.92
1788700295,98023,172000,3,1,1.35,9.68,1,no,0,7,1959,47.3274,-122.346,1.82,9.225
3529000880,98029,610000,4,2.5,2.11,6.36,1,no,0,8,1988,47.5641,-122.012,1.22,7
925059311,98033,810000,4,2.5,2.91,6.555,1.5,no,0,9,2005,47.6659,-122.172,2.76,10.419
8563030500,98008,539950,3,1.75,1.82,9.875,2,yes,0,8,1966,47.6243,-122.094,1.18,10
8924600020,98115,1540000,4,4.5,5.77,10.05,2,no,3,9,1949,47.677,-122.275,1.84,6.7
617000089,98166,274000,2,1,0.82,6.2,2,no,0,6,1954,47.4163,-122.34,2.81,14
3577300040,98028,510000,3,2.5,1.83,8.133,2,no,0,8,1996,47.7478,-122.247,2.24,11.522
3211200290,98034,304000,3,1,0.9,7.5,1.5,no,0,7,1972,47.7314,-122.237,1.8,7.5
7813500040,98178,335000,4,2.5,1.9,3.301,1,no,0,7,2007,47.489,-122.249,2.65,3.379
9476200680,98056,226000,3,1.75,1.49,6.269,2,no,0,6,1944,47.4917,-122.188,1.39,7.722
2538400040,98075,820000,4,2.5,3.67,7,2,no,0,10,2005,47.5854,-122.08,1.63,7.437
1896700080,98005,855000,4,3,3.09,35.074,1,no,0,9,1978,47.6359,-122.159,2.197,35.15
4157600120,98007,580000,5,2.5,2.5,11.9,2,no,0,7,1963,47.5915,-122.132,2.71,11.9
3982700250,98033,799900,4,2.5,3.03,7.8,1,no,0,9,1991,47.689,-122.196,1.52,7.435
3905030480,98029,536000,4,2.25,1.99,5.948,2,yes,0,8,1991,47.5712,-121.995,1.23,6.459
9542840060,98038,340000,4,2.5,2.32,4.142,1.5,no,0,7,2010,47.3662,-122.019,2.6,4.14
8024200855,98115,499100,3,1.5,1.62,5.108,1,no,0,7,1954,47.6978,-122.316,2.54,6.13
5454200080,98040,968000,4,1.75,2.63,9.645,3,no,0,9,1963,47.5459,-122.228,2.82,10.439
3821000100,98030,249950,4,1.75,1.62,10.53,2,no,0,7,1968,47.3808,-122.211,2.08,9.975
8946780080,98034,834950,5,3.5,3.63,4.911,1,no,0,9,2014,47.718,-122.156,2.35,4.992
573000490,98199,625000,3,2.25,1.97,4.564,1.5,no,0,8,1959,47.6703,-122.41,2.98,5
9477200200,98034,305000,3,1.75,1.65,9.48,1,no,0,7,1977,47.726,-122.191,2.18,8.4
2767704252,98107,478000,3,3.25,1.43,1.348,2,no,0,8,2008,47.6743,-122.374,2.27,1.265
7522700110,98198,258000,3,1,1.49,7.435,1,no,0,7,1969,47.368,-122.314,1.16,7.53
7508700085,98125,386500,3,2.25,2.95,8.036,1,no,0,8,1963,47.7239,-122.313,2.86,7.2
2420069242,98022,175000,2,1,0.74,3.434,1,no,0,6,1920,47.2088,-121.992,2.05,6
121029034,98070,549000,2,1,2.034,13.392,1,no,4,7,1947,47.3312,-122.503,3.37,15.961
1529300135,98103,338000,2,1,0.75,6.439,2,no,0,6,1934,47.6995,-122.354,1.64,6.374
6821102346,98199,505000,3,2.25,1.67,1.596,2,yes,0,8,2002,47.6474,-122.396,1.34,1.596
4083306620,98103,565000,3,1.75,1.72,2.218,2,no,0,7,1931,47.649,-122.335,2.11,1.6
7558700030,98040,5300000,6,6,7.39,24.829,2,no,4,12,1991,47.5631,-122.21,1.3,24.619
98000060,98075,1060000,4,4,5.32,20.041,1.5,no,0,11,2003,47.5852,-121.966,3.038,17.268
1113000430,98198,152000,3,1,0.902,10.464,2,no,0,7,1965,47.363,-122.308,4.08,7.21
2424059174,98006,2.00E+06,4,3.25,5.64,35.006,1,no,2,11,2015,47.5491,-122.104,1.78,35.033
1796100010,98092,555000,3,3,3.76,188.76,2,no,0,10,1979,47.308,-122.087,1.79,50.543
2461900492,98136,368000,3,2.5,1.37,1.35,1,no,0,7,2007,47.5534,-122.382,2.85,6
4013200145,98001,429000,3,1,1.54,37.95,1,no,0,7,1959,47.3259,-122.289,2.57,24.375
8091411100,98030,334000,3,2.25,2,7.225,1.5,no,0,7,1985,47.349,-122.167,2.25,7.464
2561360210,98052,562100,3,2.25,2.09,12.112,2,no,0,8,1983,47.7015,-122.13,1.44,12.112
2821049048,98003,590000,4,4.25,2.36,57.514,2,no,0,8,1939,47.2843,-122.294,1.38,35.733
9550200310,98103,495000,2,1,0.97,4.284,2,no,0,7,1905,47.6667,-122.333,1.65,4.284
3735901040,98115,341000,3,1,1.39,4.814,1,no,0,6,1908,47.6881,-122.32,1.93,3.99
1565100010,98092,225000,3,2.25,1.59,9.2,1,no,0,7,1979,47.2917,-122.184,1.26,9.2
3904990030,98029,561000,4,2.5,2.57,5.25,1,no,0,8,1990,47.5763,-122,2.1,5.392
8899200110,98055,235000,3,2,1.53,8.7,1,no,0,7,1970,47.4529,-122.207,2.04,7.6
8078460810,98074,620000,4,2.5,2.58,7.465,3,no,0,8,1993,47.6319,-122.022,2.06,7.596
3299600120,98075,698000,4,2.5,2.99,7.231,1.5,no,0,9,2001,47.5623,-122.032,2.36,8.339
6384500590,98116,526000,3,1.75,1.53,6.125,1,no,0,7,1958,47.5687,-122.397,1.42,6.125
3123049230,98166,638500,4,1.75,1.77,12.462,1,no,2,8,1962,47.4355,-122.338,1.9,14.81
2325069032,98053,875000,5,4.25,4.72,18.741,1,no,0,11,2005,47.6347,-122.013,1.92,37.328
6600780130,98092,367500,4,3,3.11,7.231,1.5,no,0,8,1997,47.3279,-122.191,2.76,7.311
7889600080,98146,208000,3,1,1.05,6.24,2,no,0,5,1948,47.4933,-122.338,1.71,6.24
3705000060,98042,270000,3,2.25,2.08,4.252,3,no,0,7,2003,47.4203,-122.157,1.85,2.275
9564800145,98055,175000,3,1,1.01,7.034,1,no,0,7,1954,47.49,-122.22,2.42,10.994
2326079039,98019,362000,1,1,0.89,211.576,2,no,0,7,1996,47.7216,-121.883,2.16,217.364
3216900070,98031,382500,4,2.5,2.21,7.079,2,no,0,8,1993,47.4206,-122.183,2.1,7
8651410740,98042,189000,3,1,0.86,5.2,1,no,0,6,1969,47.3677,-122.078,2.48,5.2
9407001860,98045,372000,4,1.75,1.96,9.3,1,no,0,7,1979,47.4487,-121.772,1.88,9.752
3528900060,98109,1150000,3,2.5,2.49,4,2,no,0,8,1918,47.6403,-122.35,1.7,4
7129303070,98118,735000,4,2.75,3.04,2.415,1,no,4,8,1966,47.5188,-122.256,1.64,2.433
1049010390,98034,505000,3,2,1.26,5.46,2,no,0,7,1972,47.7355,-122.18,1.23,5.46
8150100045,98126,210000,2,1,0.83,6,2,no,0,6,1940,47.5308,-122.376,1.33,4.96
1425069071,98053,875000,4,2.5,3.23,256.132,2,no,0,9,2006,47.6544,-121.998,2.37,217.8
2201500555,98006,385000,3,1,1.42,10.98,2,no,0,7,1954,47.574,-122.138,1.66,9.763
125059178,98052,510000,6,4.5,3.3,7.48,1.5,no,0,8,1980,47.6796,-122.104,2.8,7.561
8941500010,98052,750000,4,2.5,2.51,17.2,2,no,2,9,1977,47.6287,-122.089,2.11,14.621
8035600290,98031,372000,4,2.5,2.5,8.215,1,no,0,8,1990,47.4124,-122.204,2.94,7.801
8925100255,98115,1180000,4,2.5,3.2,7.5,1,no,1,8,1948,47.6826,-122.274,2.82,6.5
3964400120,98144,512500,4,1.75,1.62,4.24,1,no,0,7,1916,47.5746,-122.311,1.96,4.24
6362900172,98144,499950,3,3.5,1.82,1.991,2,no,0,8,2014,47.596,-122.298,1.59,1.46
4389200753,98004,1570000,4,2.75,2.81,8.57,1.5,no,0,10,1993,47.6159,-122.211,1.89,9.621
8598200070,98059,278000,2,2.5,1.42,2.229,1,no,0,7,2004,47.4871,-122.165,0.82,2.23
3449000200,98059,360000,4,1.75,2.01,12.188,1,no,0,7,1960,47.5013,-122.147,1.42,8.475
8562780090,98027,325000,2,2.25,1.23,1.058,2,no,0,7,2008,47.5325,-122.073,1.49,0.817
1250200414,98144,365000,3,2.25,1.11,0.979,2,no,0,7,2008,47.5999,-122.3,0.71,1.4
6300000287,98133,410000,3,1,1.41,5.06,1,no,0,7,1956,47.7073,-122.34,2.23,5.693
8691410310,98075,680000,4,2.5,3.29,6.012,3,no,0,9,2005,47.5961,-121.98,1.39,6.005
8576400110,98166,580000,6,2.5,3.596,13.7,2,no,0,8,1964,47.4388,-122.339,1.79,10.5
2767601815,98107,356000,3,1,0.94,2.366,1,no,0,6,1916,47.6744,-122.383,2.1,5
7549800543,98108,3.00E+05,3,3.25,1.47,1.235,1.5,no,0,7,2008,47.5537,-122.313,2.16,1.243
3013300510,98136,389950,2,1,0.82,4.234,1,no,1,6,1951,47.5294,-122.386,3.4,4.236
6204000040,98011,608000,4,2.75,2.49,9.714,1,yes,0,8,1983,47.7496,-122.201,3.17,15.3
8665900336,98155,360000,3,2,1.93,15.54,2,no,0,8,1958,47.7675,-122.307,1.75,12.123
418000330,98056,199950,2,1,0.7,5.2,2,no,0,5,1952,47.4924,-122.174,1.22,5.2
5414100040,98118,299950,2,1,0.8,3,2,no,0,6,1904,47.5602,-122.292,3.43,3.4
7802900224,98065,670000,5,2.5,2.86,68.519,1.5,no,0,8,1958,47.5265,-121.835,3.14,35.91
7454000990,98126,304950,2,1,0.67,6.72,1,no,0,6,1942,47.5151,-122.372,2.06,6.72
4047200300,98019,599900,3,1.5,2.605,12.03,1,no,0,8,2003,47.7725,-121.899,2.84,15.242
1105000011,98118,367777,5,3,2.14,5.937,1.5,no,0,7,1978,47.5459,-122.27,1.67,6.71
9547205660,98115,603000,3,2.25,1.7,2.8,2,no,0,7,1926,47.6819,-122.311,1.53,3.4
5245600120,98148,257500,3,1,1.69,13.825,2,no,0,7,1955,47.4256,-122.322,1.49,9.45
3278600710,98126,2.00E+05,1,1.5,1.01,1.157,2,no,0,8,2007,47.5492,-122.372,2.78,1.688
1087900050,98033,560000,3,1.75,2,10.182,1,no,0,7,1963,47.6616,-122.175,2.09,10.182
9290850950,98053,895000,4,2.5,3.48,38.985,1.5,no,0,10,1989,47.6895,-122.052,1.639,36.29
2771601730,98119,530000,2,1,0.84,3.4,1,no,2,7,1924,47.6403,-122.372,2.08,4
3275330120,98003,309900,3,2.5,2.02,26.67,1,no,0,7,1987,47.2597,-122.31,3.04,10.939
2919201385,98103,275000,2,1,0.68,4.19,1.5,no,0,5,1906,47.6901,-122.358,1.44,4.175
3327000070,98092,185000,3,1.75,1.5,7.8,1,no,0,7,1968,47.3141,-122.192,1.07,7.8
7308900445,98177,375000,3,1,1.87,7.671,2,no,0,8,1937,47.7162,-122.36,2.32,7.679
1926059236,98034,799950,5,3.75,3.76,4.702,1,no,0,9,2014,47.7202,-122.223,2.64,5.981
2877102180,98117,505000,2,1,1.02,5,1,no,0,7,1916,47.6781,-122.363,3.08,5
8920100066,98075,1480000,4,3.5,5.22,15.411,2,no,3,11,2006,47.592,-122.085,2.49,14.124
3905010100,98029,652500,4,2.5,2.7,9.122,1,no,0,9,1990,47.5771,-121.994,2.01,9.122
8651520420,98074,539000,3,2,2.26,9.568,1,no,0,8,1985,47.6457,-122.058,1.36,9.744
8645500900,98058,279000,4,2,2.2,7.7,1,no,0,7,1979,47.464,-122.18,1.53,7.7
2326600130,98075,895900,4,3.5,3.64,4.983,2,no,3,9,2014,47.5619,-122.027,1.26,14.7
40000669,98168,499950,4,2.5,2.91,20.067,2.5,no,0,9,2001,47.4714,-122.273,2.39,21.42
3023000410,98038,405000,5,2.75,2.4,4.9,1,no,0,8,2011,47.355,-122.057,2.605,5.696
342000570,98122,429000,2,1,1.08,3.6,1,no,0,7,1922,47.6078,-122.291,2.67,4.5
5561700340,98031,319000,3,2.5,2.11,7.434,2,yes,0,7,1978,47.3935,-122.169,1.13,7.749
8149600065,98116,844000,4,3.5,3.35,6.35,1,no,2,8,2009,47.5602,-122.39,1.57,6.35
2113700790,98106,435010,3,1,1.27,4,2,no,0,7,1954,47.5293,-122.354,3.47,4.6
5104511600,98038,457000,4,3,2.8,7.845,2,no,0,8,2002,47.3544,-122.013,2.51,6.977
1778350150,98027,839000,5,4,4.28,11.307,2,no,0,10,1996,47.5503,-122.081,1.87,11.307
2526059046,98052,638500,4,2.5,1.98,6.568,1,no,0,8,2004,47.704,-122.101,1.8,6.496
723039189,98070,519000,3,1.75,1.56,26.099,1,no,3,8,1973,47.5023,-122.467,1.67,19.687
3616600003,98177,1680000,3,2.5,4.09,16.972,1,no,2,11,2007,47.7258,-122.37,1.55,16.972
4037400280,98008,502550,3,1.75,1.77,7.875,1,no,0,7,1958,47.606,-122.125,2.98,8
6600000330,98112,718500,3,1.5,1.2,6.24,1,no,0,8,1952,47.6222,-122.287,2.92,6.24
